Year,Cohort,Sex,Drivers
1986,19,Male,1585
1986,19,Female,1390
1986,19 and Under,Male,5312
1986,19 and Under,Female,4609
1986,20,Male,1649
1986,20,Female,1480
1986,21,Male,1779
1986,21,Female,1613
1986,22,Male,1909
1986,22,Female,1753
1986,23,Male,1995
1986,23,Female,1840
1986,24,Male,2025
1986,24,Female,1882
1986,20-24,Male,9357
1986,20-24,Female,8568
1986,25-29,Male,10588
1986,25-29,Female,9926
1986,30-34,Male,10059
1986,30-34,Female,9540
1986,35-39,Male,9088
1986,35-39,Female,8689
1986,40-44,Male,7234
1986,40-44,Female,6861
1986,45-49,Male,5760
1986,45-49,Female,5407
1986,50-54,Male,5121
1986,50-54,Female,4751
1986,55-59,Male,5083
1986,55-59,Female,4682
1986,60-64,Male,4810
1986,60-64,Female,4466
1986,65-69,Male,4057
1986,65-69,Female,3733
1986,70-74,Male,
1986,70-74,Female,
1986,75-79,Male,
1986,75-79,Female,
1986,80-84,Male,
1986,80-84,Female,
1986,85 and Older,Male,
1986,85 and Older,Female,
1987,Under 16,Male,48
1987,Under 16,Female,40
1987,16,Male,900
1987,16,Female,775
1987,17,Male,1327
1987,17,Female,1151
1987,18,Male,1491
1987,18,Female,1301
1987,19,Male,1599
1987,19,Female,1401
1987,19 and Under,Male,5366
1987,19 and Under,Female,4668
1987,20,Male,1642
1987,20,Female,1467
1987,21,Male,1741
1987,21,Female,1573
1987,22,Male,1846
1987,22,Female,1685
1987,23,Male,1988
1987,23,Female,1831
1987,24,Male,2020
1987,24,Female,1865
1987,20-24,Male,9236
1987,20-24,Female,8421
1987,25-29,Male,10642
1987,25-29,Female,9935
1987,30-34,Male,10300
1987,30-34,Female,9729
1987,35-39,Male,9225
1987,35-39,Female,8793
1987,40-44,Male,7600
1987,40-44,Female,7204
1987,45-49,Male,5994
1987,45-49,Female,5628
1987,50-54,Male,5161
1987,50-54,Female,4791
1987,55-59,Male,5044
1987,55-59,Female,4656
1987,60-64,Male,4817
1987,60-64,Female,4485
1987,65-69,Male,4114
1987,65-69,Female,3817
1987,70-74,Male,
1987,70-74,Female,
1987,75-79,Male,
1987,75-79,Female,
1987,80-84,Male,
1987,80-84,Female,
1987,85 and Older,Male,
1987,85 and Older,Female,
1988,Under 16,Male,51
1988,Under 16,Female,43
1988,16,Male,845
1988,16,Female,736
1988,17,Male,1292
1988,17,Female,1128
1988,18,Male,1521
1988,18,Female,1335
1988,19,Male,1601
1988,19,Female,1413
1988,19 and Under,Male,5310
1988,19 and Under,Female,4654
1988,20,Male,1601
1988,20,Female,1445
1988,21,Male,1664
1988,21,Female,1513
1988,22,Male,1745
1988,22,Female,1594
1988,23,Male,1864
1988,23,Female,1717
1988,24,Male,1978
1988,24,Female,1825
1988,20-24,Male,8853
1988,20-24,Female,8095
1988,25-29,Male,10521
1988,25-29,Female,9856
1988,30-34,Male,10374
1988,30-34,Female,9825
1988,35-39,Male,9303
1988,35-39,Female,8906
1988,40-44,Male,7927
1988,40-44,Female,7564
1988,45-49,Male,6246
1988,45-49,Female,5917
1988,50-54,Male,5182
1988,50-54,Female,4852
1988,55-59,Male,4873
1988,55-59,Female,4538
1988,60-64,Male,4759
1988,60-64,Female,4491
1988,65-69,Male,4138
1988,65-69,Female,3908
1988,70-74,Male,
1988,70-74,Female,
1988,75-79,Male,
1988,75-79,Female,
1988,80-84,Male,
1988,80-84,Female,
1988,85 and Older,Male,
1988,85 and Older,Female,
1989,Under 16,Male,21
1989,Under 16,Female,17
1989,16,Male,783
1989,16,Female,680
1989,17,Male,1224
1989,17,Female,1069
1989,18,Male,1492
1989,18,Female,1314
1989,19,Male,1633
1989,19,Female,1441
1989,19 and Under,Male,5152
1989,19 and Under,Female,4522
1989,20,Male,1641
1989,20,Female,1488
1989,21,Male,1675
1989,21,Female,1526
1989,22,Male,1741
1989,22,Female,1594
1989,23,Male,1842
1989,23,Female,1694
1989,24,Male,1927
1989,24,Female,1775
1989,20-24,Male,8827
1989,20-24,Female,8077
1989,25-29,Male,10611
1989,25-29,Female,9958
1989,30-34,Male,10521
1989,30-34,Female,9993
1989,35-39,Male,9459
1989,35-39,Female,9101
1989,40-44,Male,8234
1989,40-44,Female,7885
1989,45-49,Male,6453
1989,45-49,Female,6131
1989,50-54,Male,5289
1989,50-54,Female,4970
1989,55-59,Male,4915
1989,55-59,Female,4590
1989,60-64,Male,4784
1989,60-64,Female,4529
1989,65-69,Male,4236
1989,65-69,Female,4029
1989,70-74,Male,
1989,70-74,Female,
1989,75-79,Male,
1989,75-79,Female,
1989,80-84,Male,
1989,80-84,Female,
1989,85 and Older,Male,
1989,85 and Older,Female,
1990,Under 16,Male,23
1990,Under 16,Female,20
1990,16,Male,769
1990,16,Female,674
1990,17,Male,1136
1990,17,Female,996
1990,18,Male,1378
1990,18,Female,1217
1990,19,Male,1608
1990,19,Female,1429
1990,19 and Under,Male,4913
1990,19 and Under,Female,4336
1990,20,Male,1691
1990,20,Female,1538
1990,21,Male,1694
1990,21,Female,1555
1990,22,Male,1701
1990,22,Female,1561
1990,23,Male,1767
1990,23,Female,1631
1990,24,Male,1951
1990,24,Female,1807
1990,20-24,Male,8804
1990,20-24,Female,8093
1990,25-29,Male,10239
1990,25-29,Female,9656
1990,30-34,Male,10507
1990,30-34,Female,10071
1990,35-39,Male,9684
1990,35-39,Female,9371
1990,40-44,Male,8610
1990,40-44,Female,8295
1990,45-49,Male,6642
1990,45-49,Female,6378
1990,50-54,Male,5376
1990,50-54,Female,5108
1990,55-59,Male,4855
1990,55-59,Female,4583
1990,60-64,Male,4738
1990,60-64,Female,4497
1990,65-69,Male,4266
1990,65-69,Female,4109
1990,70-74,Male,
1990,70-74,Female,
1990,75-79,Male,
1990,75-79,Female,
1990,80-84,Male,
1990,80-84,Female,
1990,85 and Older,Male,
1990,85 and Older,Female,
1991,Under 16,Male,35
1991,Under 16,Female,30
1991,16,Male,739
1991,16,Female,655
1991,17,Male,1098
1991,17,Female,970
1991,18,Male,1311
1991,18,Female,1156
1991,19,Male,1490
1991,19,Female,1330
1991,19 and Under,Male,4672
1991,19 and Under,Female,4142
1991,20,Male,1659
1991,20,Female,1511
1991,21,Male,1750
1991,21,Female,1604
1991,22,Male,1739
1991,22,Female,1603
1991,23,Male,1770
1991,23,Female,1625
1991,24,Male,1780
1991,24,Female,1654
1991,20-24,Male,8718
1991,20-24,Female,7997
1991,25-29,Male,10078
1991,25-29,Female,9474
1991,30-34,Male,10603
1991,30-34,Female,10167
1991,35-39,Male,9910
1991,35-39,Female,9598
1991,40-44,Male,8854
1991,40-44,Female,8625
1991,45-49,Male,6984
1991,45-49,Female,6713
1991,50-54,Male,5534
1991,50-54,Female,5283
1991,55-59,Male,4874
1991,55-59,Female,4628
1991,60-64,Male,4710
1991,60-64,Female,4493
1991,65-69,Male,4294
1991,65-69,Female,4167
1991,70-74,Male,
1991,70-74,Female,
1991,75-79,Male,
1991,75-79,Female,
1991,80-84,Male,
1991,80-84,Female,
1991,85 and Older,Male,
1991,85 and Older,Female,
1992,Under 16,Male,24
1992,Under 16,Female,22
1992,16,Male,740
1992,16,Female,668
1992,17,Male,1103
1992,17,Female,989
1992,18,Male,1312
1992,18,Female,1169
1992,19,Male,1440
1992,19,Female,1281
1992,19 and Under,Male,4620
1992,19 and Under,Female,4130
1992,20,Male,1535
1992,20,Female,1402
1992,21,Male,1707
1992,21,Female,1579
1992,22,Male,1802
1992,22,Female,1674
1992,23,Male,1806
1992,23,Female,1676
1992,24,Male,1781
1992,24,Female,1648
1992,20-24,Male,8631
1992,20-24,Female,7980
1992,25-29,Male,9744
1992,25-29,Female,9196
1992,30-34,Male,10607
1992,30-34,Female,10244
1992,35-39,Male,10126
1992,35-39,Female,9893
1992,40-44,Male,9118
1992,40-44,Female,8909
1992,45-49,Male,7587
1992,45-49,Female,7366
1992,50-54,Male,5932
1992,50-54,Female,5717
1992,55-59,Male,5018
1992,55-59,Female,4801
1992,60-64,Male,4784
1992,60-64,Female,4585
1992,65-69,Male,4414
1992,65-69,Female,4324
1992,70-74,Male,
1992,70-74,Female,
1992,75-79,Male,
1992,75-79,Female,
1992,80-84,Male,
1992,80-84,Female,
1992,85 and Older,Male,
1992,85 and Older,Female,
1993,Under 16,Male,19
1993,Under 16,Female,18
1993,16,Male,772
1993,16,Female,707
1993,17,Male,1095
1993,17,Female,991
1993,18,Male,1298
1993,18,Female,1166
1993,19,Male,1432
1993,19,Female,1282
1993,19 and Under,Male,4617
1993,19 and Under,Female,4164
1993,20,Male,1475
1993,20,Female,1348
1993,21,Male,1552
1993,21,Female,1469
1993,22,Male,1756
1993,22,Female,1643
1993,23,Male,1849
1993,23,Female,1728
1993,24,Male,1918
1993,24,Female,1802
1993,20-24,Male,8548
1993,20-24,Female,7990
1993,25-29,Male,9506
1993,25-29,Female,9018
1993,30-34,Male,10498
1993,30-34,Female,10213
1993,35-39,Male,10197
1993,35-39,Female,10048
1993,40-44,Male,9084
1993,40-44,Female,8971
1993,45-49,Male,7715
1993,45-49,Female,7558
1993,50-54,Male,6061
1993,50-54,Female,5905
1993,55-59,Male,5006
1993,55-59,Female,4840
1993,60-64,Male,4616
1993,60-64,Female,4461
1993,65-69,Male,4312
1993,65-69,Female,4263
1993,70-74,Male,
1993,70-74,Female,
1993,75-79,Male,
1993,75-79,Female,
1993,80-84,Male,
1993,80-84,Female,
1993,85 and Older,Male,
1993,85 and Older,Female,
1994,Under 16,Male,29
1994,Under 16,Female,27
1994,16,Male,766
1994,16,Female,705
1994,17,Male,1147
1994,17,Female,1052
1994,18,Male,1311
1994,18,Female,1181
1994,19,Male,1436
1994,19,Female,1291
1994,19 and Under,Male,4691
1994,19 and Under,Female,4257
1994,20,Male,1483
1994,20,Female,1352
1994,21,Male,1517
1994,21,Female,1404
1994,22,Male,1618
1994,22,Female,1511
1994,23,Male,1796
1994,23,Female,1686
1994,24,Male,1859
1994,24,Female,1749
1994,20-24,Male,8275
1994,20-24,Female,7704
1994,25-29,Male,9294
1994,25-29,Female,8806
1994,30-34,Male,10743
1994,30-34,Female,10147
1994,35-39,Male,10340
1994,35-39,Female,10131
1994,40-44,Male,9321
1994,40-44,Female,9164
1994,45-49,Male,8159
1994,45-49,Female,8009
1994,50-54,Male,6349
1994,50-54,Female,6195
1994,55-59,Male,5092
1994,55-59,Female,4939
1994,60-64,Male,4567
1994,60-64,Female,4419
1994,65-69,Male,4280
1994,65-69,Female,4247
1994,70-74,Male,3577
1994,70-74,Female,3649
1994,75-79,Male,2421
1994,75-79,Female,2486
1994,80-84,Male,1340
1994,80-84,Female,1379
1994,85 and Older,Male,736
1994,85 and Older,Female,672
1995,Under 16,Male,31
1995,Under 16,Female,28
1995,16,Male,812
1995,16,Female,752
1995,17,Male,1169
1995,17,Female,1081
1995,18,Male,1341
1995,18,Female,1221
1995,19,Male,1407
1995,19,Female,1280
1995,19 and Under,Male,4761
1995,19 and Under,Female,4362
1995,20,Male,1501
1995,20,Female,1378
1995,21,Male,1510
1995,21,Female,1402
1995,22,Male,1549
1995,22,Female,1453
1995,23,Male,1645
1995,23,Female,1555
1995,24,Male,1809
1995,24,Female,1717
1995,20-24,Male,8016
1995,20-24,Female,7508
1995,25-29,Male,9234
1995,25-29,Female,8822
1995,30-34,Male,10255
1995,30-34,Female,10028
1995,35-39,Male,10381
1995,35-39,Female,10277
1995,40-44,Male,9512
1995,40-44,Female,9465
1995,45-49,Male,8469
1995,45-49,Female,8401
1995,50-54,Male,6493
1995,50-54,Female,6397
1995,55-59,Male,5167
1995,55-59,Female,5057
1995,60-64,Male,4530
1995,60-64,Female,4428
1995,65-69,Male,4248
1995,65-69,Female,4234
1995,70-74,Male,3582
1995,70-74,Female,3702
1995,75-79,Male,2466
1995,75-79,Female,2578
1995,80-84,Male,1358
1995,80-84,Female,1439
1995,85 and Older,Male,736
1995,85 and Older,Female,710
1996,Under 16,Male,15
1996,Under 16,Female,13
1996,16,Male,800
1996,16,Female,750
1996,17,Male,1198
1996,17,Female,1114
1996,18,Male,1342
1996,18,Female,1211
1996,19,Male,1454
1996,19,Female,1333
1996,19 and Under,Male,4810
1996,19 and Under,Female,4423
1996,20,Male,1497
1996,20,Female,1386
1996,21,Male,1502
1996,21,Female,1413
1996,22,Male,1558
1996,22,Female,1463
1996,23,Male,1604
1996,23,Female,1513
1996,24,Male,1702
1996,24,Female,1616
1996,20-24,Male,7865
1996,20-24,Female,7393
1996,25-29,Male,9356
1996,25-29,Female,8945
1996,30-34,Male,10120
1996,30-34,Female,9870
1996,35-39,Male,10520
1996,35-39,Female,10438
1996,40-44,Male,9778
1996,40-44,Female,9751
1996,45-49,Male,8754
1996,45-49,Female,8710
1996,50-54,Male,6839
1996,50-54,Female,6763
1996,55-59,Male,5341
1996,55-59,Female,5258
1996,60-64,Male,4565
1996,60-64,Female,4485
1996,65-69,Male,4234
1996,65-69,Female,4230
1996,70-74,Male,3604
1996,70-74,Female,3749
1996,75-79,Male,2562
1996,75-79,Female,2716
1996,80-84,Male,1400
1996,80-84,Female,1515
1996,85 and Older,Male,766
1996,85 and Older,Female,766
1997,Under 16,Male,17
1997,Under 16,Female,15
1997,16,Male,850
1997,16,Female,801
1997,17,Male,1244
1997,17,Female,1168
1997,18,Male,1405
1997,18,Female,1297
1997,19,Male,1468
1997,19,Female,1360
1997,19 and Under,Male,4984
1997,19 and Under,Female,4642
1997,20,Male,1541
1997,20,Female,1450
1997,21,Male,1509
1997,21,Female,1430
1997,22,Male,1557
1997,22,Female,1479
1997,23,Male,1600
1997,23,Female,1520
1997,24,Male,1644
1997,24,Female,1564
1997,20-24,Male,7853
1997,20-24,Female,7446
1997,25-29,Male,9291
1997,25-29,Female,8904
1997,30-34,Male,9955
1997,30-34,Female,9694
1997,35-39,Male,10580
1997,35-39,Female,10485
1997,40-44,Male,10025
1997,40-44,Female,10020
1997,45-49,Male,8854
1997,45-49,Female,8851
1997,50-54,Male,7310
1997,50-54,Female,7237
1997,55-59,Male,5617
1997,55-59,Female,5563
1997,60-64,Male,4631
1997,60-64,Female,4578
1997,65-69,Male,4214
1997,65-69,Female,4236
1997,70-74,Male,3654
1997,70-74,Female,3830
1997,75-79,Male,2650
1997,75-79,Female,2835
1997,80-84,Male,1485
1997,80-84,Female,1608
1997,85 and Older,Male,793
1997,85 and Older,Female,868
1998,Under 16,Male,17
1998,Under 16,Female,15
1998,16,Male,862
1998,16,Female,808
1998,17,Male,1215
1998,17,Female,1137
1998,18,Male,1423
1998,18,Female,1322
1998,19,Male,1537
1998,19,Female,1442
1998,19 and Under,Male,5056
1998,19 and Under,Female,4726
1998,20,Male,1566
1998,20,Female,1481
1998,21,Male,1525
1998,21,Female,1455
1998,22,Male,1524
1998,22,Female,1456
1998,23,Male,1582
1998,23,Female,1513
1998,24,Male,1665
1998,24,Female,1592
1998,20-24,Male,7866
1998,20-24,Female,7499
1998,25-29,Male,9198
1998,25-29,Female,8830
1998,30-34,Male,9741
1998,30-34,Female,9438
1998,35-39,Male,10632
1998,35-39,Female,10504
1998,40-44,Male,10256
1998,40-44,Female,10206
1998,45-49,Male,9101
1998,45-49,Female,9063
1998,50-54,Male,7700
1998,50-54,Female,7624
1998,55-59,Male,5958
1998,55-59,Female,5879
1998,60-64,Male,4755
1998,60-64,Female,4691
1998,65-69,Male,4166
1998,65-69,Female,4170
1998,70-74,Male,3636
1998,70-74,Female,3794
1998,75-79,Male,2675
1998,75-79,Female,2868
1998,80-84,Male,1520
1998,80-84,Female,1658
1998,85 and Older,Male,839
1998,85 and Older,Female,917
1999,Under 16,Male,17
1999,Under 16,Female,15
1999,16,Male,753
1999,16,Female,704
1999,17,Male,1200
1999,17,Female,1130
1999,18,Male,1434
1999,18,Female,1332
1999,19,Male,1563
1999,19,Female,1457
1999,19 and Under,Male,4969
1999,19 and Under,Female,4640
1999,20,Male,1559
1999,20,Female,1482
1999,21,Male,1561
1999,21,Female,1490
1999,22,Male,1600
1999,22,Female,1536
1999,23,Male,1587
1999,23,Female,1520
1999,24,Male,1630
1999,24,Female,1559
1999,20-24,Male,7940
1999,20-24,Female,7589
1999,25-29,Male,9067
1999,25-29,Female,8670
1999,30-34,Male,9633
1999,30-34,Female,9279
1999,35-39,Male,10635
1999,35-39,Female,10464
1999,40-44,Male,10376
1999,40-44,Female,10345
1999,45-49,Male,9328
1999,45-49,Female,9288
1999,50-54,Male,8096
1999,50-54,Female,8036
1999,55-59,Male,6200
1999,55-59,Female,6147
1999,60-64,Male,4858
1999,60-64,Female,4804
1999,65-69,Male,4163
1999,65-69,Female,4167
1999,70-74,Male,3645
1999,70-74,Female,3806
1999,75-79,Male,2777
1999,75-79,Female,3011
1999,80-84,Male,1582
1999,80-84,Female,1748
1999,85 and Older,Male,889
1999,85 and Older,Female,1004
2000,Under 16,Male,14
2000,Under 16,Female,12
2000,16,Male,754
2000,16,Female,715
2000,17,Male,1200
2000,17,Female,1129
2000,18,Male,1470
2000,18,Female,1367
2000,19,Male,1588
2000,19,Female,1488
2000,19 and Under,Male,5029
2000,19 and Under,Female,4714
2000,20,Male,1610
2000,20,Female,1529
2000,21,Male,1619
2000,21,Female,1551
2000,22,Male,1624
2000,22,Female,1557
2000,23,Male,1655
2000,23,Female,1590
2000,24,Male,1647
2000,24,Female,1577
2000,20-24,Male,5158
2000,20-24,Female,7807
2000,25-29,Male,8988
2000,25-29,Female,8597
2000,30-34,Male,9747
2000,30-34,Female,9387
2000,35-39,Male,10621
2000,35-39,Female,10437
2000,40-44,Male,10576
2000,40-44,Female,10516
2000,45-49,Male,9578
2000,45-49,Female,9575
2000,50-54,Male,8448
2000,50-54,Female,8419
2000,55-59,Male,6394
2000,55-59,Female,6366
2000,60-64,Male,4970
2000,60-64,Female,4944
2000,65-69,Male,4182
2000,65-69,Female,4202
2000,70-74,Male,3644
2000,70-74,Female,3822
2000,75-79,Male,2820
2000,75-79,Female,3091
2000,80-84,Male,1656
2000,80-84,Female,1854
2000,85 and Older,Male,958
2000,85 and Older,Female,1092
2001,Under 16,Male,13
2001,Under 16,Female,12
2001,16,Male,697
2001,16,Female,665
2001,17,Male,1124
2001,17,Female,1067
2001,18,Male,1426
2001,18,Female,1328
2001,19,Male,1593
2001,19,Female,1493
2001,19 and Under,Male,4853
2001,19 and Under,Female,4567
2001,20,Male,1624
2001,20,Female,1547
2001,21,Male,1653
2001,21,Female,1590
2001,22,Male,1651
2001,22,Female,1597
2001,23,Male,1651
2001,23,Female,1596
2001,24,Male,1686
2001,24,Female,1633
2001,20-24,Male,8268
2001,20-24,Female,7965
2001,25-29,Male,8666
2001,25-29,Female,8323
2001,30-34,Male,9715
2001,30-34,Female,9394
2001,35-39,Male,10272
2001,35-39,Female,10139
2001,40-44,Male,10523
2001,40-44,Female,10568
2001,45-49,Male,9674
2001,45-49,Female,9783
2001,50-54,Male,8655
2001,50-54,Female,8740
2001,55-59,Male,6677
2001,55-59,Female,6682
2001,60-64,Male,5110
2001,60-64,Female,5120
2001,65-69,Male,4193
2001,65-69,Female,4242
2001,70-74,Male,3650
2001,70-74,Female,3813
2001,75-79,Male,2825
2001,75-79,Female,3087
2001,80-84,Male,1723
2001,80-84,Female,1929
2001,85 and Older,Male,981
2001,85 and Older,Female,1124
2002,Under 16,Male,14
2002,Under 16,Female,14
2002,16,Male,665
2002,16,Female,645
2002,17,Male,1118
2002,17,Female,1068
2002,18,Male,1401
2002,18,Female,1318
2002,19,Male,1572
2002,19,Female,1480
2002,19 and Under,Male,4772
2002,19 and Under,Female,4526
2002,20,Male,1638
2002,20,Female,1563
2002,21,Male,1668
2002,21,Female,1607
2002,22,Male,1702
2002,22,Female,1645
2002,23,Male,1708
2002,23,Female,1653
2002,24,Male,1705
2002,24,Female,1644
2002,20-24,Male,8424
2002,20-24,Female,8115
2002,25-29,Male,8727
2002,25-29,Female,8372
2002,30-34,Male,9737
2002,30-34,Female,9378
2002,35-39,Male,10189
2002,35-39,Female,9936
2002,40-44,Male,10614
2002,40-44,Female,10584
2002,45-49,Male,9941
2002,45-49,Female,9997
2002,50-54,Male,8735
2002,50-54,Female,8788
2002,55-59,Male,7148
2002,55-59,Female,7141
2002,60-64,Male,8371
2002,60-64,Female,5377
2002,65-69,Male,4253
2002,65-69,Female,4284
2002,70-74,Male,3647
2002,70-74,Female,3788
2002,75-79,Male,2936
2002,75-79,Female,3173
2002,80-84,Male,1849
2002,80-84,Female,2079
2002,85 and Older,Male,1112
2002,85 and Older,Female,1288
2003,Under 16,Male,19
2003,Under 16,Female,18
2003,16,Male,642
2003,16,Female,620
2003,17,Male,1112
2003,17,Female,1066
2003,18,Male,1423
2003,18,Female,1342
2003,19,Male,1549
2003,19,Female,1469
2003,19 and Under,Male,4746
2003,19 and Under,Female,4516
2003,20,Male,1625
2003,20,Female,1552
2003,21,Male,1678
2003,21,Female,1626
2003,22,Male,1705
2003,22,Female,1664
2003,23,Male,1740
2003,23,Female,1699
2003,24,Male,1742
2003,24,Female,1699
2003,20-24,Male,8493
2003,20-24,Female,8242
2003,25-29,Male,8669
2003,25-29,Female,8394
2003,30-34,Male,9622
2003,30-34,Female,9302
2003,35-39,Male,9960
2003,35-39,Female,9724
2003,40-44,Male,10653
2003,40-44,Female,10606
2003,45-49,Male,10135
2003,45-49,Female,10206
2003,50-54,Male,8916
2003,50-54,Female,9001
2003,55-59,Male,7482
2003,55-59,Female,7502
2003,60-64,Male,5680
2003,60-64,Female,5702
2003,65-69,Male,4370
2003,65-69,Female,4407
2003,70-74,Male,3613
2003,70-74,Female,3749
2003,75-79,Male,2894
2003,75-79,Female,3173
2003,80-84,Male,1856
2003,80-84,Female,2103
2003,85 and Older,Male,1132
2003,85 and Older,Female,1304
2004,Under 16,Male,12
2004,Under 16,Female,12
2004,16,Male,634
2004,16,Female,616
2004,17,Male,1112
2004,17,Female,1068
2004,18,Male,1423
2004,18,Female,1342
2004,19,Male,1595
2004,19,Female,1513
2004,19 and Under,Male,4778
2004,19 and Under,Female,4554
2004,20,Male,1619
2004,20,Female,1557
2004,21,Male,1670
2004,21,Female,1620
2004,22,Male,1725
2004,22,Female,1684
2004,23,Male,1757
2004,23,Female,1724
2004,24,Male,1788
2004,24,Female,1751
2004,20-24,Male,8559
2004,20-24,Female,8339
2004,25-29,Male,8804
2004,25-29,Female,8576
2004,30-34,Male,9496
2004,30-34,Female,9187
2004,35-39,Male,9850
2004,35-39,Female,9577
2004,40-44,Male,10722
2004,40-44,Female,10607
2004,45-49,Male,10374
2004,45-49,Female,10374
2004,50-54,Male,9197
2004,50-54,Female,9244
2004,55-59,Male,7878
2004,55-59,Female,7900
2004,60-64,Male,5924
2004,60-64,Female,5961
2004,65-69,Male,4474
2004,65-69,Female,4535
2004,70-74,Male,3607
2004,70-74,Female,3747
2004,75-79,Male,2875
2004,75-79,Female,3187
2004,80-84,Male,1897
2004,80-84,Female,2181
2004,85 and Older,Male,1129
2004,85 and Older,Female,1339
2005,Under 16,Male,11
2005,Under 16,Female,12
2005,16,Male,620
2005,16,Female,603
2005,17,Male,1118
2005,17,Female,1077
2005,18,Male,1433
2005,18,Female,1351
2005,19,Male,1596
2005,19,Female,1513
2005,19 and Under,Male,4779
2005,19 and Under,Female,4557
2005,20,Male,1656
2005,20,Female,1594
2005,21,Male,1651
2005,21,Female,1613
2005,22,Male,1716
2005,22,Female,1680
2005,23,Male,1773
2005,23,Female,1745
2005,24,Male,1798
2005,24,Female,1777
2005,20-24,Male,8597
2005,20-24,Female,8410
2005,25-29,Male,8851
2005,25-29,Female,8675
2005,30-34,Male,9215
2005,30-34,Female,8987
2005,35-39,Male,9819
2005,35-39,Female,9578
2005,40-44,Male,10586
2005,40-44,Female,10484
2005,45-49,Male,10478
2005,45-49,Female,10492
2005,50-54,Male,9419
2005,50-54,Female,9490
2005,55-59,Male,9419
2005,55-59,Female,8285
2005,60-64,Male,6109
2005,60-64,Female,6154
2005,65-69,Male,4575
2005,65-69,Female,4645
2005,70-74,Male,3618
2005,70-74,Female,3754
2005,75-79,Male,2893
2005,75-79,Female,3162
2005,80-84,Male,1909
2005,80-84,Female,2211
2005,85 and Older,Male,1166
2005,85 and Older,Female,1403
2006,Under 16,Male,106
2006,Under 16,Female,114
2006,16,Male,657
2006,16,Female,641
2006,17,Male,1145
2006,17,Female,1106
2006,18,Male,1459
2006,18,Female,1376
2006,19,Male,1603
2006,19,Female,1524
2006,19 and Under,Male,4972
2006,19 and Under,Female,4755
2006,20,Male,1661
2006,20,Female,1601
2006,21,Male,1686
2006,21,Female,1654
2006,22,Male,1697
2006,22,Female,1672
2006,23,Male,1760
2006,23,Female,1738
2006,24,Male,1799
2006,24,Female,1790
2006,20-24,Male,8604
2006,20-24,Female,8457
2006,25-29,Male,8942
2006,25-29,Female,8894
2006,30-34,Male,8901
2006,30-34,Female,8756
2006,35-39,Male,9790
2006,35-39,Female,9623
2006,40-44,Male,10328
2006,40-44,Female,10255
2006,45-49,Male,10535
2006,45-49,Female,10589
2006,50-54,Male,9616
2006,50-54,Female,9721
2006,55-59,Male,8517
2006,55-59,Female,8625
2006,60-64,Male,6360
2006,60-64,Female,6425
2006,65-69,Male,4726
2006,65-69,Female,4819
2006,70-74,Male,3661
2006,70-74,Female,3801
2006,75-79,Male,2922
2006,75-79,Female,3176
2006,80-84,Male,1964
2006,80-84,Female,2267
2006,85 and Older,Male,1271
2006,85 and Older,Female,1522
2007,Under 16,Male,127
2007,Under 16,Female,124
2007,16,Male,682
2007,16,Female,670
2007,17,Male,1149
2007,17,Female,1107
2007,18,Male,1479
2007,18,Female,1393
2007,19,Male,1638
2007,19,Female,1546
2007,19 and Under,Male,5077
2007,19 and Under,Female,4843
2007,20,Male,1681
2007,20,Female,1624
2007,21,Male,1712
2007,21,Female,1677
2007,22,Male,1739
2007,22,Female,1715
2007,23,Male,1743
2007,23,Female,1725
2007,24,Male,1792
2007,24,Female,1777
2007,20-24,Male,8669
2007,20-24,Female,8520
2007,25-29,Male,9072
2007,25-29,Female,9077
2007,30-34,Male,8852
2007,30-34,Female,8766
2007,35-39,Male,9762
2007,35-39,Female,9635
2007,40-44,Male,10117
2007,40-44,Female,10041
2007,45-49,Male,10583
2007,45-49,Female,10641
2007,50-54,Male,9869
2007,50-54,Female,9994
2007,55-59,Male,8581
2007,55-59,Female,8723
2007,60-64,Male,6891
2007,60-64,Female,6976
2007,65-69,Male,4981
2007,65-69,Female,5095
2007,70-74,Male,3733
2007,70-74,Female,3877
2007,75-79,Male,2933
2007,75-79,Female,3187
2007,80-84,Male,1999
2007,80-84,Female,2305
2007,85 and Older,Male,1340
2007,85 and Older,Female,1589
2008,Under 16,Male,169
2008,Under 16,Female,165
2008,16,Male,667
2008,16,Female,661
2008,17,Male,1103
2008,17,Female,1068
2008,18,Male,1490
2008,18,Female,1404
2008,19,Male,1658
2008,19,Female,1566
2008,19 and Under,Male,5089
2008,19 and Under,Female,4864
2008,20,Male,1698
2008,20,Female,1642
2008,21,Male,1716
2008,21,Female,1684
2008,22,Male,1740
2008,22,Female,1708
2008,23,Male,1784
2008,23,Female,1763
2008,24,Male,1772
2008,24,Female,1763
2008,20-24,Male,8713
2008,20-24,Female,8562
2008,25-29,Male,9186
2008,25-29,Female,8232
2008,30-34,Male,8893
2008,30-34,Female,8858
2008,35-39,Male,9672
2008,35-39,Female,9584
2008,40-44,Male,9926
2008,40-44,Female,9841
2008,45-49,Male,10618
2008,45-49,Female,10668
2008,50-54,Male,10059
2008,50-54,Female,10189
2008,55-59,Male,8735
2008,55-59,Female,8900
2008,60-64,Male,7189
2008,60-64,Female,7293
2008,65-69,Male,5268
2008,65-69,Female,5402
2008,70-74,Male,3842
2008,70-74,Female,4005
2008,75-79,Male,2939
2008,75-79,Female,3190
2008,80-84,Male,2043
